date,borough,events_count,borough_normalized_events,day_normalized_events,total_events_by_borough,total_events_by_day
2016-05-21,M,75,0.002605795288722118,0.5208333333333334,28782,144
2015-05-16,M,73,0.002536307414356195,0.4620253164556962,28782,158
2013-09-28,M,70,0.0024320756028073103,0.6796116504854369,28782,103
2014-05-17,M,67,0.0023278437912584255,0.4855072463768116,28782,138
2016-10-15,M,65,0.002258355916892502,0.45774647887323944,28782,142
2014-10-18,M,64,0.002223611979709541,0.47761194029850745,28782,134
2013-05-18,M,59,0.0020498922937947327,0.4796747967479675,28782,123
2018-05-19,M,57,0.0019804044194288097,0.42857142857142855,28782,133
2018-10-13,M,55,0.0019109165450628865,0.41353383458646614,28782,133
2017-05-20,M,55,0.0019109165450628865,0.4230769230769231,28782,130
2017-10-21,M,52,0.0018066847335140017,0.48148148148148145,28782,108
2018-07-14,M,50,0.0017371968591480787,0.35714285714285715,28782,140
2015-10-17,M,47,0.001632965047599194,0.35877862595419846,28782,131
2018-06-21,M,47,0.001632965047599194,0.5595238095238095,28782,84
2014-07-31,M,46,0.0015982211104162323,0.5897435897435898,28782,78
2018-08-11,M,45,0.0015634771732332708,0.35714285714285715,28782,126
2016-06-16,M,44,0.0015287332360503093,0.6197183098591549,28782,71
2014-06-12,M,44,0.0015287332360503093,0.6197183098591549,28782,71
2018-06-02,M,44,0.0015287332360503093,0.37606837606837606,28782,117
2014-06-21,M,43,0.0014939892988673476,0.4215686274509804,28782,102
2014-07-24,M,42,0.001459245361684386,0.5526315789473685,28782,76
2016-08-23,M,42,0.001459245361684386,0.5,28782,84
2014-08-07,M,42,0.001459245361684386,0.5060240963855421,28782,83
2015-07-30,M,41,0.0014245014245014246,0.4823529411764706,28782,85
2018-08-18,M,40,0.0013897574873184629,0.3252032520325203,28782,123
2014-07-10,M,40,0.0013897574873184629,0.4819277108433735,28782,83
2018-08-04,M,40,0.0013897574873184629,0.3053435114503817,28782,131
2014-06-19,M,40,0.0013897574873184629,0.5970149253731343,28782,67
2015-06-18,M,40,0.0013897574873184629,0.6153846153846154,28782,65
2018-06-09,M,40,0.0013897574873184629,0.37383177570093457,28782,107
2014-07-17,M,40,0.0013897574873184629,0.5194805194805194,28782,77
2013-07-09,M,39,0.0013550135501355014,0.6190476190476191,28782,63
2013-07-11,M,39,0.0013550135501355014,0.5416666666666666,28782,72
2016-08-02,M,39,0.0013550135501355014,0.5492957746478874,28782,71
2015-08-06,M,39,0.0013550135501355014,0.4431818181818182,28782,88
2018-07-19,M,38,0.0013202696129525399,0.4578313253012048,28782,83
2015-06-25,M,38,0.0013202696129525399,0.6440677966101694,28782,59
2015-07-09,M,38,0.0013202696129525399,0.4810126582278481,28782,79
2016-08-16,M,38,0.0013202696129525399,0.4935064935064935,28782,77
2016-06-25,M,38,0.0013202696129525399,0.3247863247863248,28782,117
2013-07-23,M,38,0.0013202696129525399,0.5846153846153846,28782,65
2016-08-04,M,37,0.0012855256757695781,0.49333333333333335,28782,75
2018-06-16,M,37,0.0012855256757695781,0.31092436974789917,28782,119
2013-07-24,M,37,0.0012855256757695781,0.5211267605633803,28782,71
2016-08-09,M,37,0.0012855256757695781,0.45121951219512196,28782,82
2014-06-26,M,37,0.0012855256757695781,0.6271186440677966,28782,59
2013-09-21,M,36,0.0012507817385866166,0.46153846153846156,28782,78
2018-07-12,M,36,0.0012507817385866166,0.4444444444444444,28782,81
2016-08-11,M,36,0.0012507817385866166,0.45,28782,80
2015-07-23,M,36,0.0012507817385866166,0.42857142857142855,28782,84
2013-07-16,M,36,0.0012507817385866166,0.6,28782,60
2016-08-13,M,36,0.0012507817385866166,0.34285714285714286,28782,105
2015-06-06,M,36,0.0012507817385866166,0.36363636363636365,28782,99
2015-08-04,M,35,0.0012160378014036551,0.3431372549019608,28782,102
2018-09-15,M,35,0.0012160378014036551,0.3431372549019608,28782,102
2015-07-16,M,35,0.0012160378014036551,0.45454545454545453,28782,77
2018-05-12,M,35,0.0012160378014036551,0.4166666666666667,28782,84
2013-07-30,M,35,0.0012160378014036551,0.5833333333333334,28782,60
2018-10-20,M,35,0.0012160378014036551,0.3125,28782,112
2014-07-29,M,35,0.0012160378014036551,0.5384615384615384,28782,65
2013-10-19,M,35,0.0012160378014036551,0.33653846153846156,28782,104
2018-07-21,M,35,0.0012160378014036551,0.28225806451612906,28782,124
2018-07-07,M,35,0.0012160378014036551,0.35353535353535354,28782,99
2013-05-04,M,34,0.0011812938642206934,0.3617021276595745,28782,94
2015-06-20,M,34,0.0011812938642206934,0.3300970873786408,28782,103
2017-08-05,B,34,0.002951645108082299,0.3119266055045872,11519,109
2014-08-05,M,34,0.0011812938642206934,0.53125,28782,64
2016-06-23,M,34,0.0011812938642206934,0.6181818181818182,28782,55
2013-08-07,M,34,0.0011812938642206934,0.5230769230769231,28782,65
2015-08-13,M,34,0.0011812938642206934,0.43037974683544306,28782,79
2013-08-06,M,34,0.0011812938642206934,0.53125,28782,64
2018-07-28,M,34,0.0011812938642206934,0.30357142857142855,28782,112
2016-06-04,M,34,0.0011812938642206934,0.3090909090909091,28782,110
2015-06-13,M,34,0.0011812938642206934,0.3695652173913043,28782,92
2017-07-27,M,34,0.0011812938642206934,0.5,28782,68
2013-07-27,M,34,0.0011812938642206934,0.40963855421686746,28782,83
2013-09-29,M,34,0.0011812938642206934,0.6538461538461539,28782,52
2013-08-17,M,34,0.0011812938642206934,0.4358974358974359,28782,78
2016-06-28,M,33,0.001146549927037732,0.5689655172413793,28782,58
2017-07-22,B,33,0.0028648320166681134,0.3055555555555556,11519,108
2013-07-10,M,33,0.001146549927037732,0.5076923076923077,28782,65
2015-08-01,M,33,0.001146549927037732,0.35106382978723405,28782,94
2018-07-26,M,33,0.001146549927037732,0.42857142857142855,28782,77
2014-07-08,M,33,0.001146549927037732,0.559322033898305,28782,59
2016-07-26,M,33,0.001146549927037732,0.4782608695652174,28782,69
2017-07-20,M,33,0.001146549927037732,0.4852941176470588,28782,68
2015-07-02,M,33,0.001146549927037732,0.5789473684210527,28782,57
2017-07-13,M,33,0.001146549927037732,0.4925373134328358,28782,67
2013-07-20,M,33,0.001146549927037732,0.39285714285714285,28782,84
2018-08-28,M,33,0.001146549927037732,0.4782608695652174,28782,69
2016-07-12,M,33,0.001146549927037732,0.5409836065573771,28782,61
2016-06-11,M,33,0.001146549927037732,0.275,28782,120
2014-07-15,M,33,0.001146549927037732,0.559322033898305,28782,59
2017-08-19,M,33,0.001146549927037732,0.2682926829268293,28782,123
2014-08-14,M,33,0.001146549927037732,0.4583333333333333,28782,72
2013-06-15,M,33,0.001146549927037732,0.39759036144578314,28782,83
2017-08-22,M,33,0.001146549927037732,0.42857142857142855,28782,77
2016-06-21,M,33,0.001146549927037732,0.55,28782,60
2013-06-18,M,33,0.001146549927037732,0.7333333333333333,28782,45
2018-06-30,M,32,0.0011118059898547704,0.34782608695652173,28782,92
2018-07-05,M,32,0.0011118059898547704,0.41025641025641024,28782,78
2016-06-11,X,32,0.0020860495436766623,0.26666666666666666,15340,120
2018-08-02,M,32,0.0011118059898547704,0.38095238095238093,28782,84
2017-07-06,M,32,0.0011118059898547704,0.5,28782,64
2017-07-08,X,32,0.0020860495436766623,0.25196850393700787,15340,127
2016-09-17,M,32,0.0011118059898547704,0.32323232323232326,28782,99
2018-09-29,M,32,0.0011118059898547704,0.3368421052631579,28782,95
2013-07-25,M,32,0.0011118059898547704,0.4507042253521127,28782,71
2018-10-06,M,32,0.0011118059898547704,0.3076923076923077,28782,104
2017-07-11,M,32,0.0011118059898547704,0.5614035087719298,28782,57
2014-08-12,M,32,0.0011118059898547704,0.5245901639344263,28782,61
2014-07-22,M,32,0.0011118059898547704,0.5161290322580645,28782,62
2016-07-21,M,32,0.0011118059898547704,0.4155844155844156,28782,77
2016-08-20,M,32,0.0011118059898547704,0.3047619047619048,28782,105
2014-07-03,M,32,0.0011118059898547704,0.7441860465116279,28782,43
2018-09-22,M,32,0.0011118059898547704,0.3106796116504854,28782,103
2016-06-18,B,32,0.0027780189252539283,0.27350427350427353,11519,117
2013-05-19,M,32,0.0011118059898547704,0.5517241379310345,28782,58
2017-08-03,M,32,0.0011118059898547704,0.48484848484848486,28782,66
2018-06-16,X,31,0.0020208604954367665,0.2605042016806723,15340,119
2018-08-09,M,31,0.0010770620526718087,0.3522727272727273,28782,88
2018-06-07,M,31,0.0010770620526718087,0.6326530612244898,28782,49
2015-07-18,M,31,0.0010770620526718087,0.31,28782,100
2018-07-18,M,31,0.0010770620526718087,0.44285714285714284,28782,70
2013-07-13,M,31,0.0010770620526718087,0.36470588235294116,28782,85
2016-07-23,M,31,0.0010770620526718087,0.31,28782,100
2018-07-17,M,31,0.0010770620526718087,0.5535714285714286,28782,56
2017-07-15,B,31,0.0026912058338397432,0.2767857142857143,11519,112
2013-08-10,M,31,0.0010770620526718087,0.3563218390804598,28782,87
2014-08-16,M,31,0.0010770620526718087,0.3333333333333333,28782,93
2017-06-03,M,31,0.0010770620526718087,0.27927927927927926,28782,111
2015-07-11,B,31,0.0026912058338397432,0.3163265306122449,11519,98
2015-08-15,X,31,0.0020208604954367665,0.3229166666666667,15340,96
2013-07-17,M,31,0.0010770620526718087,0.484375,28782,64
2017-08-01,M,31,0.0010770620526718087,0.5344827586206896,28782,58
2016-07-19,M,31,0.0010770620526718087,0.4696969696969697,28782,66
2016-06-18,M,31,0.0010770620526718087,0.26495726495726496,28782,117
2016-08-25,M,31,0.0010770620526718087,0.41333333333333333,28782,75
2018-06-23,M,31,0.0010770620526718087,0.3333333333333333,28782,93
2016-07-30,M,31,0.0010770620526718087,0.31958762886597936,28782,97
2018-10-27,M,31,0.0010770620526718087,0.2719298245614035,28782,114
2014-06-14,M,31,0.0010770620526718087,0.41333333333333333,28782,75
2016-05-14,M,31,0.0010770620526718087,0.36470588235294116,28782,85
2016-07-05,M,31,0.0010770620526718087,0.484375,28782,64
2017-07-18,M,30,0.0010423181154888472,0.4918032786885246,28782,61
2016-07-14,M,30,0.0010423181154888472,0.43478260869565216,28782,69
2013-07-31,M,30,0.0010423181154888472,0.5084745762711864,28782,59
2018-06-28,M,30,0.0010423181154888472,0.5084745762711864,28782,59
2013-08-13,M,30,0.0010423181154888472,0.5263157894736842,28782,57
2016-07-28,M,30,0.0010423181154888472,0.410958904109589,28782,73
2015-07-28,M,30,0.0010423181154888472,0.46153846153846156,28782,65
2018-06-14,M,30,0.0010423181154888472,0.5660377358490566,28782,53
2018-07-10,M,30,0.0010423181154888472,0.5454545454545454,28782,55
2013-09-24,M,30,0.0010423181154888472,0.5555555555555556,28782,54
2018-02-11,M,30,0.0010423181154888472,0.6521739130434783,28782,46
2016-06-14,M,30,0.0010423181154888472,0.5172413793103449,28782,58
2013-07-26,M,30,0.0010423181154888472,0.46875,28782,64
2017-07-25,M,30,0.0010423181154888472,0.5454545454545454,28782,55
2018-09-01,M,30,0.0010423181154888472,0.35294117647058826,28782,85
2018-08-25,M,30,0.0010423181154888472,0.2727272727272727,28782,110
2014-08-09,M,30,0.0010423181154888472,0.297029702970297,28782,101
2014-05-10,M,30,0.0010423181154888472,0.37037037037037035,28782,81
2015-05-16,X,30,0.001955671447196871,0.189873417721519,15340,158
2017-08-19,B,30,0.0026043927424255577,0.24390243902439024,11519,123
2015-05-30,M,30,0.0010423181154888472,0.32967032967032966,28782,91
2013-08-08,M,30,0.0010423181154888472,0.46875,28782,64
2014-06-17,M,30,0.0010423181154888472,0.5357142857142857,28782,56
2016-08-30,M,30,0.0010423181154888472,0.5357142857142857,28782,56
2018-08-07,M,30,0.0010423181154888472,0.4166666666666667,28782,72
2014-08-19,M,30,0.0010423181154888472,0.5172413793103449,28782,58
2016-10-22,M,30,0.0010423181154888472,0.40540540540540543,28782,74
2013-06-25,M,29,0.0010075741783058857,0.6744186046511628,28782,43
2014-04-26,M,29,0.0010075741783058857,0.4027777777777778,28782,72
2017-06-06,M,29,0.0010075741783058857,0.6170212765957447,28782,47
2014-06-10,M,29,0.0010075741783058857,0.5686274509803921,28782,51
2016-08-06,M,29,0.0010075741783058857,0.29591836734693877,28782,98
2013-05-11,M,29,0.0010075741783058857,0.30526315789473685,28782,95
2014-06-05,M,29,0.0010075741783058857,0.4915254237288136,28782,59
2017-06-17,B,29,0.0025175796510113727,0.25663716814159293,11519,113
2017-08-16,M,29,0.0010075741783058857,0.47540983606557374,28782,61
2018-08-15,M,29,0.0010075741783058857,0.4603174603174603,28782,63
2013-08-03,M,29,0.0010075741783058857,0.3625,28782,80
2016-08-24,M,29,0.0010075741783058857,0.4142857142857143,28782,70
2014-08-02,M,29,0.0010075741783058857,0.35365853658536583,28782,82
2017-09-23,M,29,0.0010075741783058857,0.3258426966292135,28782,89
2014-07-30,M,29,0.0010075741783058857,0.4603174603174603,28782,63
2014-09-20,M,29,0.0010075741783058857,0.3815789473684211,28782,76
2013-07-06,M,29,0.0010075741783058857,0.3918918918918919,28782,74
2015-07-25,M,29,0.0010075741783058857,0.29292929292929293,28782,99
2017-08-08,M,29,0.0010075741783058857,0.5272727272727272,28782,55
2018-08-16,M,28,0.0009728302411229241,0.3783783783783784,28782,74
2015-08-15,M,28,0.0009728302411229241,0.2916666666666667,28782,96
2018-07-20,M,28,0.0009728302411229241,0.42424242424242425,28782,66
2014-08-06,M,28,0.0009728302411229241,0.4375,28782,64
2018-07-24,M,28,0.0009728302411229241,0.5185185185185185,28782,54
2013-08-21,M,28,0.0009728302411229241,0.5490196078431373,28782,51
2018-08-22,M,28,0.0009728302411229241,0.4375,28782,64
2016-07-16,M,28,0.0009728302411229241,0.2857142857142857,28782,98
2017-08-05,M,28,0.0009728302411229241,0.25688073394495414,28782,109
2018-09-08,M,28,0.0009728302411229241,0.28,28782,100
2016-06-07,M,28,0.0009728302411229241,0.5,28782,56
2013-09-26,M,28,0.0009728302411229241,0.6363636363636364,28782,44
2017-06-03,B,28,0.002430766559597187,0.25225225225225223,11519,111
2017-06-24,X,28,0.0018252933507170795,0.23931623931623933,15340,117
2017-06-24,M,28,0.0009728302411229241,0.23931623931623933,28782,117
2014-06-24,M,28,0.0009728302411229241,0.5957446808510638,28782,47
2014-06-03,M,28,0.0009728302411229241,0.5833333333333334,28782,48
2017-07-12,M,28,0.0009728302411229241,0.49122807017543857,28782,57
2013-10-10,M,28,0.0009728302411229241,0.5185185185185185,28782,54
2016-07-09,X,28,0.0018252933507170795,0.2857142857142857,15340,98
2017-07-08,B,28,0.002430766559597187,0.2204724409448819,11519,127
2017-07-08,M,28,0.0009728302411229241,0.2204724409448819,28782,127
2014-05-31,M,28,0.0009728302411229241,0.42424242424242425,28782,66
2017-08-15,M,27,0.0009380863039399625,0.47368421052631576,28782,57
2017-09-16,M,27,0.0009380863039399625,0.28125,28782,96
2014-10-25,B,27,0.002343953468183002,0.2967032967032967,11519,91
2014-09-30,M,27,0.0009380863039399625,0.5192307692307693,28782,52
2017-08-26,B,27,0.002343953468183002,0.3068181818181818,11519,88
2016-06-30,M,27,0.0009380863039399625,0.5192307692307693,28782,52
2017-06-10,M,27,0.0009380863039399625,0.28125,28782,96
2016-08-18,M,27,0.0009380863039399625,0.39705882352941174,28782,68
2016-08-10,M,27,0.0009380863039399625,0.36,28782,75
2016-08-17,M,27,0.0009380863039399625,0.391304347826087,28782,69
2015-10-24,M,27,0.0009380863039399625,0.28421052631578947,28782,95
2016-06-08,M,27,0.0009380863039399625,0.5192307692307693,28782,52
2017-10-28,M,27,0.0009380863039399625,0.3103448275862069,28782,87
2014-07-23,M,27,0.0009380863039399625,0.4426229508196721,28782,61
2016-09-17,X,27,0.0017601043024771839,0.2727272727272727,15340,99
2016-07-07,M,27,0.0009380863039399625,0.4090909090909091,28782,66
2018-07-25,M,27,0.0009380863039399625,0.4153846153846154,28782,65
2015-10-17,X,27,0.0017601043024771839,0.20610687022900764,15340,131
2013-06-19,M,27,0.0009380863039399625,0.7297297297297297,28782,37
2017-06-17,M,27,0.0009380863039399625,0.23893805309734514,28782,113
2013-08-14,M,27,0.0009380863039399625,0.5,28782,54
2015-07-18,B,27,0.002343953468183002,0.27,11519,100
2016-08-03,M,27,0.0009380863039399625,0.38571428571428573,28782,70
2016-10-15,X,27,0.0017601043024771839,0.19014084507042253,15340,142
2013-08-15,M,27,0.0009380863039399625,0.4909090909090909,28782,55
2013-08-20,M,27,0.0009380863039399625,0.5294117647058824,28782,51
2016-06-25,B,27,0.002343953468183002,0.23076923076923078,11519,117
2013-07-18,M,27,0.0009380863039399625,0.4909090909090909,28782,55
2016-09-10,M,27,0.0009380863039399625,0.2647058823529412,28782,102
2014-08-13,M,27,0.0009380863039399625,0.47368421052631576,28782,57
2014-06-28,M,27,0.0009380863039399625,0.4153846153846154,28782,65
2018-02-13,M,27,0.0009380863039399625,0.5510204081632653,28782,49
2015-08-08,M,26,0.0009033423667570009,0.2826086956521739,28782,92
2015-08-22,M,26,0.0009033423667570009,0.27956989247311825,28782,93
2017-06-20,M,26,0.0009033423667570009,0.5777777777777777,28782,45
2014-07-26,M,26,0.0009033423667570009,0.36619718309859156,28782,71
2013-06-29,M,26,0.0009033423667570009,0.37142857142857144,28782,70
2017-08-23,M,26,0.0009033423667570009,0.4406779661016949,28782,59
2015-07-07,M,26,0.0009033423667570009,0.45614035087719296,28782,57
2015-08-08,X,26,0.001694915254237288,0.2826086956521739,15340,92
2016-09-24,M,26,0.0009033423667570009,0.30952380952380953,28782,84
2014-08-20,M,26,0.0009033423667570009,0.5098039215686274,28782,51
2015-05-16,B,26,0.0022571403767688166,0.16455696202531644,11519,158
2013-08-01,M,26,0.0009033423667570009,0.43333333333333335,28782,60
2017-06-27,M,26,0.0009033423667570009,0.6666666666666666,28782,39
2017-08-19,X,26,0.001694915254237288,0.21138211382113822,15340,123
2018-08-25,B,26,0.0022571403767688166,0.23636363636363636,11519,110
2017-06-29,M,26,0.0009033423667570009,0.5531914893617021,28782,47
2016-06-01,M,26,0.0009033423667570009,0.49056603773584906,28782,53
2015-09-19,M,26,0.0009033423667570009,0.26,28782,100
2018-08-04,B,26,0.0022571403767688166,0.1984732824427481,11519,131
2018-06-02,X,26,0.001694915254237288,0.2222222222222222,15340,117
2014-07-12,M,26,0.0009033423667570009,0.34210526315789475,28782,76
2017-08-10,M,26,0.0009033423667570009,0.4262295081967213,28782,61
2018-07-14,Q,26,0.0024310425432445067,0.18571428571428572,10695,140
2013-07-19,M,26,0.0009033423667570009,0.5306122448979592,28782,49
2013-07-15,M,26,0.0009033423667570009,0.65,28782,40
2013-07-12,M,26,0.0009033423667570009,0.49056603773584906,28782,53
2017-08-12,B,26,0.0022571403767688166,0.2549019607843137,11519,102
2018-08-14,M,26,0.0009033423667570009,0.4406779661016949,28782,59
2013-09-07,M,26,0.0009033423667570009,0.43333333333333335,28782,60
2016-07-20,M,26,0.0009033423667570009,0.33766233766233766,28782,77
2014-09-13,M,26,0.0009033423667570009,0.30952380952380953,28782,84
2016-09-10,X,26,0.001694915254237288,0.2549019607843137,15340,102
2014-06-07,M,26,0.0009033423667570009,0.3170731707317073,28782,82
2014-05-01,M,26,0.0009033423667570009,0.5909090909090909,28782,44
2015-07-21,X,26,0.001694915254237288,0.3291139240506329,15340,79
2018-02-16,M,25,0.0008685984295740394,0.5434782608695652,28782,46
2017-08-24,M,25,0.0008685984295740394,0.43103448275862066,28782,58
2017-09-09,M,25,0.0008685984295740394,0.29411764705882354,28782,85
2017-06-24,Q,25,0.0023375409069658717,0.21367521367521367,10695,117
2018-08-01,M,25,0.0008685984295740394,0.38461538461538464,28782,65
2018-06-02,Q,25,0.0023375409069658717,0.21367521367521367,10695,117
2018-08-30,M,25,0.0008685984295740394,0.4032258064516129,28782,62
2017-06-24,B,25,0.0021703272853546315,0.21367521367521367,11519,117
2018-08-08,M,25,0.0008685984295740394,0.4098360655737705,28782,61
2014-07-19,M,25,0.0008685984295740394,0.3333333333333333,28782,75
2013-08-24,M,25,0.0008685984295740394,0.390625,28782,64
2017-08-12,M,25,0.0008685984295740394,0.24509803921568626,28782,102
2015-08-05,X,25,0.0016297262059973925,0.3246753246753247,15340,77
2017-07-15,M,25,0.0008685984295740394,0.22321428571428573,28782,112
2017-08-02,M,25,0.0008685984295740394,0.43859649122807015,28782,57
2017-07-15,X,25,0.0016297262059973925,0.22321428571428573,15340,112
2013-06-22,M,25,0.0008685984295740394,0.3787878787878788,28782,66
2018-05-19,X,25,0.0016297262059973925,0.18796992481203006,15340,133
2015-08-22,X,25,0.0016297262059973925,0.26881720430107525,15340,93
2013-06-21,M,25,0.0008685984295740394,0.5208333333333334,28782,48
2016-06-02,M,25,0.0008685984295740394,0.423728813559322,28782,59
2013-06-20,M,25,0.0008685984295740394,0.5952380952380952,28782,42
2016-08-20,B,25,0.0021703272853546315,0.23809523809523808,11519,105
2013-06-01,M,25,0.0008685984295740394,0.28735632183908044,28782,87
2018-06-26,M,25,0.0008685984295740394,0.5952380952380952,28782,42
2013-07-02,M,25,0.0008685984295740394,0.5952380952380952,28782,42
2015-07-11,M,25,0.0008685984295740394,0.25510204081632654,28782,98
2015-06-04,M,25,0.0008685984295740394,0.4807692307692308,28782,52
2018-06-05,M,25,0.0008685984295740394,0.6756756756756757,28782,37
2018-06-09,Q,25,0.0023375409069658717,0.2336448598130841,10695,107
2017-07-22,X,25,0.0016297262059973925,0.23148148148148148,15340,108
2014-08-26,M,25,0.0008685984295740394,0.5,28782,50
2015-09-19,X,25,0.0016297262059973925,0.25,15340,100
2013-10-12,Q,25,0.0023375409069658717,0.2403846153846154,10695,104
2016-05-31,M,25,0.0008685984295740394,0.5319148936170213,28782,47
2013-07-28,M,25,0.0008685984295740394,0.4807692307692308,28782,52
2014-07-01,M,25,0.0008685984295740394,0.625,28782,40
2017-10-28,X,25,0.0016297262059973925,0.28735632183908044,15340,87
2014-06-11,M,25,0.0008685984295740394,0.5102040816326531,28782,49
2015-04-18,M,25,0.0008685984295740394,0.4032258064516129,28782,62
2015-07-25,X,25,0.0016297262059973925,0.25252525252525254,15340,99
2016-06-15,M,25,0.0008685984295740394,0.49019607843137253,28782,51
2017-09-03,M,25,0.0008685984295740394,0.5952380952380952,28782,42
2013-10-08,M,25,0.0008685984295740394,0.5,28782,50
2017-04-22,M,25,0.0008685984295740394,0.29069767441860467,28782,86
2017-10-14,B,25,0.0021703272853546315,0.24509803921568626,11519,102
2014-05-22,M,25,0.0008685984295740394,0.49019607843137253,28782,51
2018-02-12,M,24,0.0008338544923910778,0.5581395348837209,28782,43
2018-08-21,M,24,0.0008338544923910778,0.4067796610169492,28782,59
2014-08-21,M,24,0.0008338544923910778,0.46153846153846156,28782,52
2014-08-09,B,24,0.002083514193940446,0.2376237623762376,11519,101
2018-08-05,M,24,0.0008338544923910778,0.38095238095238093,28782,63
2018-06-19,M,24,0.0008338544923910778,0.6,28782,40
2018-08-18,B,24,0.002083514193940446,0.1951219512195122,11519,123
2016-06-18,Q,24,0.002244039270687237,0.20512820512820512,10695,117
2014-06-04,M,24,0.0008338544923910778,0.46153846153846156,28782,52
2013-10-12,X,24,0.0015645371577574967,0.23076923076923078,15340,104
2015-06-11,M,24,0.0008338544923910778,0.4528301886792453,28782,53
2016-06-11,B,24,0.002083514193940446,0.2,11519,120
2018-05-05,M,24,0.0008338544923910778,0.3,28782,80
2018-08-11,Q,24,0.002244039270687237,0.19047619047619047,10695,126
2013-10-12,M,24,0.0008338544923910778,0.23076923076923078,28782,104
2017-09-09,X,24,0.0015645371577574967,0.2823529411764706,15340,85
2016-08-13,X,24,0.0015645371577574967,0.22857142857142856,15340,105
2015-10-17,Q,24,0.002244039270687237,0.183206106870229,10695,131
2016-09-20,M,24,0.0008338544923910778,0.5714285714285714,28782,42
2013-07-21,M,24,0.0008338544923910778,0.5,28782,48
2015-07-21,M,24,0.0008338544923910778,0.3037974683544304,28782,79
2016-07-27,M,24,0.0008338544923910778,0.34782608695652173,28782,69
2014-07-27,M,24,0.0008338544923910778,0.46153846153846156,28782,52
2016-05-24,M,24,0.0008338544923910778,0.47058823529411764,28782,51
2016-07-06,M,24,0.0008338544923910778,0.42105263157894735,28782,57
2014-08-30,M,24,0.0008338544923910778,0.32432432432432434,28782,74
2018-07-21,Q,24,0.002244039270687237,0.1935483870967742,10695,124
2018-07-21,X,24,0.0015645371577574967,0.1935483870967742,15340,124
2017-11-04,X,24,0.0015645371577574967,0.2962962962962963,15340,81
2015-08-04,Q,24,0.002244039270687237,0.23529411764705882,10695,102
2017-07-09,M,24,0.0008338544923910778,0.3380281690140845,28782,71
2017-10-14,M,24,0.0008338544923910778,0.23529411764705882,28782,102
2015-07-22,X,24,0.0015645371577574967,0.3,15340,80
2016-05-17,M,24,0.0008338544923910778,0.5217391304347826,28782,46
2018-07-11,M,24,0.0008338544923910778,0.4067796610169492,28782,59
2017-07-22,M,24,0.0008338544923910778,0.2222222222222222,28782,108
2013-08-27,M,24,0.0008338544923910778,0.6,28782,40
2018-10-20,B,24,0.002083514193940446,0.21428571428571427,11519,112
2015-04-25,M,24,0.0008338544923910778,0.34782608695652173,28782,69
2017-06-21,M,24,0.0008338544923910778,0.4,28782,60
2017-05-13,M,24,0.0008338544923910778,0.3116883116883117,28782,77
2018-08-23,M,24,0.0008338544923910778,0.35294117647058826,28782,68
2014-07-16,M,24,0.0008338544923910778,0.42105263157894735,28782,57
2018-05-19,Q,24,0.002244039270687237,0.18045112781954886,10695,133
2013-08-02,M,24,0.0008338544923910778,0.4444444444444444,28782,54
2014-10-18,Q,24,0.002244039270687237,0.1791044776119403,10695,134
2018-07-31,M,24,0.0008338544923910778,0.46153846153846156,28782,52
2018-02-15,M,24,0.0008338544923910778,0.5,28782,48
2018-09-20,M,24,0.0008338544923910778,0.48,28782,50
2015-07-14,M,24,0.0008338544923910778,0.4067796610169492,28782,59
2017-07-29,B,24,0.002083514193940446,0.25,11519,96
2014-02-15,M,23,0.0007991105552081161,0.5111111111111111,28782,45
2018-07-13,M,23,0.0007991105552081161,0.38333333333333336,28782,60
2015-07-18,X,23,0.001499348109517601,0.23,15340,100
2017-07-19,M,23,0.0007991105552081161,0.39655172413793105,28782,58
2016-07-16,B,23,0.001996701102526261,0.23469387755102042,11519,98
2013-08-11,M,23,0.0007991105552081161,0.46,28782,50
2015-07-22,M,23,0.0007991105552081161,0.2875,28782,80
2016-07-16,X,23,0.001499348109517601,0.23469387755102042,15340,98
2018-02-17,M,23,0.0007991105552081161,0.41818181818181815,28782,55
2013-06-04,M,23,0.0007991105552081161,0.5897435897435898,28782,39
2016-07-13,M,23,0.0007991105552081161,0.35384615384615387,28782,65
2015-06-20,Q,23,0.002150537634408602,0.22330097087378642,10695,103
2018-07-22,M,23,0.0007991105552081161,0.359375,28782,64
2015-07-29,M,23,0.0007991105552081161,0.2911392405063291,28782,79
2018-08-04,Q,23,0.002150537634408602,0.17557251908396945,10695,131
2017-06-22,M,23,0.0007991105552081161,0.45098039215686275,28782,51
2013-06-23,M,23,0.0007991105552081161,0.5,28782,46
2013-10-26,M,23,0.0007991105552081161,0.2987012987012987,28782,77
2018-06-16,B,23,0.001996701102526261,0.19327731092436976,11519,119
2013-05-11,Q,23,0.002150537634408602,0.24210526315789474,10695,95
2014-06-25,M,23,0.0007991105552081161,0.5609756097560976,28782,41
2016-06-29,M,23,0.0007991105552081161,0.4339622641509434,28782,53
2018-07-29,M,23,0.0007991105552081161,0.359375,28782,64
2017-07-29,M,23,0.0007991105552081161,0.23958333333333334,28782,96
2018-07-28,X,23,0.001499348109517601,0.20535714285714285,15340,112
2013-06-05,M,23,0.0007991105552081161,0.6052631578947368,28782,38
2013-06-11,M,23,0.0007991105552081161,0.6052631578947368,28782,38
2017-08-06,M,23,0.0007991105552081161,0.3108108108108108,28782,74
